Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,NOK,NOK,NOK,NOK,NOK,,,
2022-04-18,2022,4,18,Monday,16,2022-16,4.55,4.61,4.52,4.58,15062300,-0.0019568329121074646,4.833571428571429,4.7940000000000005
2022-04-19,2022,4,19,Tuesday,16,2022-16,4.63,4.7,4.62,4.67,24988700,0.019607841096351164,4.812142857142858,4.7848
2022-04-20,2022,4,20,Wednesday,16,2022-16,4.79,4.81,4.75,4.79,28273200,0.025000068906991135,4.799285714285714,4.7776000000000005
2022-04-21,2022,4,21,Thursday,16,2022-16,4.85,4.86,4.73,4.73,30061800,-0.011256973984606122,4.7871428571428565,4.77
2022-04-22,2022,4,22,Friday,16,2022-16,4.74,4.74,4.6,4.62,34457000,-0.024667996483770938,4.760714285714286,4.7588
2022-04-25,2022,4,25,Monday,17,2022-17,4.6,4.69,4.56,4.68,40947400,0.013618602499177568,4.736428571428571,4.750800000000001
2022-04-26,2022,4,26,Tuesday,17,2022-17,4.68,4.69,4.56,4.57,31870800,-0.02303260706875876,4.708571428571429,4.7425999999999995
2022-04-27,2022,4,27,Wednesday,17,2022-17,4.55,4.59,4.49,4.53,45674900,-0.00982312943899799,4.6850000000000005,4.7356
2022-04-28,2022,4,28,Thursday,17,2022-17,4.52,4.53,4.27,4.4,60763600,-0.02777783629177777,4.6499999999999995,4.723
2022-04-29,2022,4,29,Friday,17,2022-17,4.55,4.6,4.52,4.53,42409400,0.02857149047685592,4.6292857142857144,4.708600000000001
2022-05-02,2022,5,2,Monday,18,2022-18,4.48,4.64,4.47,4.63,56168800,0.022115869516401432,4.6207142857142856,4.6996
2022-05-03,2022,5,3,Tuesday,18,2022-18,4.64,4.76,4.63,4.72,46478000,0.019493257735861746,4.625714285714286,4.6924
2022-05-04,2022,5,4,Wednesday,18,2022-18,4.68,4.82,4.65,4.81,28011200,0.019120435119806878,4.632142857142857,4.6896
2022-05-05,2022,5,5,Thursday,18,2022-18,4.67,4.71,4.57,4.61,45501500,-0.0412759652157354,4.633571428571429,4.6852
2022-05-06,2022,5,6,Friday,18,2022-18,4.55,4.56,4.45,4.47,42865200,-0.029354125041147094,4.625714285714286,4.6777999999999995
2022-05-09,2022,5,9,Monday,19,2022-19,4.37,4.41,4.29,4.31,38416100,-0.03629015368877897,4.6,4.6662
2022-05-10,2022,5,10,Tuesday,19,2022-19,4.37,4.38,4.27,4.34,39593100,0.006276065023351318,4.567857142857142,4.6568000000000005
2022-05-11,2022,5,11,Wednesday,19,2022-19,4.33,4.41,4.23,4.23,47786100,-0.024948016494047764,4.5321428571428575,4.6484
2022-05-12,2022,5,12,Thursday,19,2022-19,4.18,4.26,4.13,4.21,48509900,-0.004264184200313825,4.502857142857143,4.6368
2022-05-13,2022,5,13,Friday,19,2022-19,4.32,4.43,4.32,4.4,25335500,0.04496771356335971,4.482857142857143,4.6356
2022-05-16,2022,5,16,Monday,20,2022-20,4.4,4.44,4.37,4.4,31238000,0.0,4.470714285714285,4.6374
2022-05-17,2022,5,17,Tuesday,20,2022-20,4.47,4.56,4.47,4.55,26692600,0.032786800006369576,4.472142857142858,4.647
2022-05-18,2022,5,18,Wednesday,20,2022-20,4.51,4.53,4.36,4.38,35275200,-0.03571422203328689,4.470714285714285,4.65
2022-05-19,2022,5,19,Thursday,20,2022-20,4.3,4.39,4.27,4.33,41833300,-0.01234572869787487,4.456428571428572,4.6484
2022-05-20,2022,5,20,Friday,20,2022-20,4.4,4.42,4.26,4.36,36037700,0.0062498052063832965,4.437142857142858,4.6484000000000005
